ldk;codigoperiodo;codigoine;dscautarquia;receitastotais;transferenciasorcamentoestado;financiamentouniaoeuropeia;impostosmunicipais;imi;imt;iuc;derramairc;taxasmultasoutrosimpostos;vendabensservicos;outrasreceitas
T1_1103;T1;1103;AZAMBUJA;3750938.5;1368454;0;570200.94;52711.65;269952.37;136734.65;29611.06;81191.21;1456712.89;355570.67
T1_1302;T1;1302;BAIÃO;3606705.39;2011575;125855.81;195866.28;13496.07;46111.54;51294.89;0;84963.78;348732.8;924675.5
T1_0302;T1;0302;BARCELOS;15519931.7;6350904;355265.64;2457179.44;261190.5;860926.31;413632.14;23345.94;898084.55;2086120.32;4270462.3
T1_0204;T1;0204;BARRANCOS;1159700.52;840975;212535.06;14170.04;63.73;6868.2;3797.35;0;3440.76;12182.23;79838.19
T1_1504;T1;1504;BARREIRO;8685547.33;2582988;0;3759305.86;129259.14;1650241.26;249323.98;38328.64;1692152.84;1801591.41;541662.06
T1_1004;T1;1004;BATALHA;1925603.28;969406;81899.01;533911.3;23163.76;306786.35;65850.93;0;138110.26;181394.56;158992.41
T1_0205;T1;0205;BEJA;5289326.49;2829411;771880.37;587900.68;47424.91;331029.41;126415.13;27398.25;55632.98;783839.64;316294.8
T1_0501;T1;0501;BELMONTE;1465733.73;1015314;0;60928.18;6343.55;20423.98;20042.96;0;14117.69;163050.34;226441.21
T1_1405;T1;1405;BENAVENTE;3350553.47;1213509;111304.37;816201.33;97618.14;522357.99;110869.95;30143.44;55211.81;630803.9;578734.87
T1_1005;T1;1005;BOMBARRAL;1548795.49;935347;4476.66;178304.77;22399.58;43069.43;48703.34;0;64132.42;354535.79;76131.27
T1_0703;T1;0703;BORBA;1857247.33;955719;23670.83;62036.11;6030.43;21490.81;18933.15;0;15581.72;300372.08;515449.31
T1_1702;T1;1702;BOTICAS;2026158.6;1491777;25380.35;75466.27;0;26548.32;9256.92;0;39661.03;250228.75;183306.23
T1_0303;T1;0303;BRAGA;21720802;5554165;2343779.92;5442587.35;278057.67;2653905.77;654157.27;146116.94;1710349.7;348561.95;8031707.78
T1_0402;T1;0402;BRAGANÇA;8273265.79;3645586;930177.52;660885.89;59339.46;225162.5;120005.83;0;256378.1;2788380.21;248236.17
T1_0304;T1;0304;CABECEIRAS DE BASTO;5057294.17;1795554;1584551.63;324073.91;30515.89;145887.61;46764.48;9855.77;91050.16;189790.37;1163324.26
T1_1104;T1;1104;CADAVAL;2016757.1;1241367;117691.77;221215.34;21867.02;115178.73;42589.73;0;41579.86;359167.26;77315.73
T1_1006;T1;1006;CALDAS DA RAINHA;7230272.35;1791093;948479.6;1426006.77;72337.39;675001.45;194853.26;76569.77;407244.9;352848.66;2711844.32
T1_3101;T1;3101;CALHETA (MADEIRA);1936128.32;1628400;0;159344.64;21768.33;74810.89;34433.65;0;28331.77;148383.68;0
T1_4501;T1;4501;CALHETA (SÃO JORGE);1242228.66;1013342;0;36846.71;3384.59;21806.39;6859.44;0;4796.29;105569.1;86470.85
T1_3102;T1;3102;CÂMARA DE LOBOS;4583166.03;1887088;190.66;645386.13;85044.45;102164.17;73881.75;0;384295.76;766553.8;1283947.44
T1_1602;T1;1602;CAMINHA;2650658.27;1534830;105398.79;411437.41;35548.59;237994.13;74505.7;0;63388.99;445386.13;153605.94
T1_1204;T1;1204;CAMPO MAIOR;1918239.42;1143213;64759.77;216063.15;12559.64;134682.28;31176.21;0;37645.02;301260.03;192943.47
T1_0602;T1;0602;CANTANHEDE;3384138.2;2410569;87210.13;490960.17;16375.16;244632.47;123891.74;0;106060.8;206393.41;189005.49
T1_0403;T1;0403;CARRAZEDA DE ANSIÃES;2106409.06;1581126;0;93026.72;8818.16;57651.86;14702.95;0;11853.75;114239.72;318016.62
T1_1802;T1;1802;CARREGAL DO SAL;1548137.09;1049055;111214.95;150751.46;8377.55;46168.76;29578.01;0;66627.14;110564.15;126551.53
T1_1406;T1;1406;CARTAXO;3841035.69;1186449;0;508304.69;37386.99;241913.31;85560.4;37495.07;105948.92;970257.79;1176024.21
T1_1105;T1;1105;CASCAIS;34291522.31;5035463;0;16003971.62;1935626.05;9307179.56;999798.45;1317176.48;2444191.08;4222015.95;9030071.74
T1_1007;T1;1007;CASTANHEIRA DE PÊRA;1045069.75;797442;132890.67;48755.07;6608.26;8265.37;7999.89;0;25881.55;50881.64;15100.37
T1_0502;T1;0502;CASTELO BRANCO;7449100.92;4234787;0;772724.38;52719.47;303191.11;123814.29;0;292999.51;1229432;1212157.54
T1_0106;T1;0106;CASTELO DE PAIVA;2130620.74;1481475;183480.18;112372.61;11949.63;27194.51;40669.28;0;32559.19;246859.75;106433.2
T1_1205;T1;1205;CASTELO DE VIDE;1274144.77;1028313;0;40080.39;4567.03;12222.28;9882.39;0;13408.69;124840.97;80910.41
T1_1803;T1;1803;CASTRO DAIRE;3207257.24;2082915;972.46;179567.28;17340.08;53615.96;42614.76;0;65996.48;455527.68;488274.82
T1_0804;T1;0804;CASTRO MARIM;3565579.11;991476;9624.74;2104871.2;24722.81;50577.66;8322.37;0;2021248.36;395432.04;64175.13
T1_0206;T1;0206;CASTRO VERDE;1939245.61;1490265;0;152843.41;5389.89;100683.6;22795.31;5670.66;18303.95;187287.41;108849.79
T1_0903;T1;0903;CELORICO DA BEIRA;6478216.54;1463748;275883.63;133372.71;10255.31;40268.23;33924.84;0;48924.33;176253.31;4428958.89
T1_0305;T1;0305;CELORICO DE BASTO;3778836.5;1904036;0;186862.18;22532.63;48230.17;47382.97;0;68716.41;433803.63;1254134.69
T1_1407;T1;1407;CHAMUSCA;3408761.99;1847556;0;425910.6;18961.87;361731.86;26079.42;6586.59;12550.86;244595.47;890699.92
T1_1703;T1;1703;CHAVES;9360355.95;3542796;1279557.13;566572.69;95009.88;246150.58;139416.5;474.59;85521.14;1673278.09;2298152.04
T1_1804;T1;1804;CINFÃES;3872238.77;2080515;831648.5;134431.16;14536.82;26690.63;31031.3;0;62172.41;81171.8;744472.31
T1_0603;T1;0603;COIMBRA;18533737.17;4655037;181099.85;4401008.57;385133.69;1959049.94;553427.71;76113.55;1427283.68;579373.05;8717218.7
T1_0604;T1;0604;CONDEIXA-A-NOVA;3096461.41;1128208;379300.14;300192.39;23690.3;115804.64;54417.3;0;106280.15;789281.92;499478.96
T1_1408;T1;1408;CONSTÂNCIA;1699868.08;854175;136641.51;153101.14;3914.43;17855.55;12990.6;109112.18;9228.38;265937.16;290013.27
T1_1409;T1;1409;CORUCHE;3589852.72;2732223;11666.69;156620.03;15837.26;30503.13;40477.89;26048.8;43752.95;452802.48;236540.52
T1_4901;T1;4901;CORVO;468198.29;394473;66585.8;1734.59;290.1;0;1013.18;0;431.31;1810.71;3594.19
T1_0503;T1;0503;COVILHÃ;5315784.23;3302793;106721.8;937076.74;89316.35;330849.3;154043.02;72207.4;290660.67;629433.71;339758.98
T1_1206;T1;1206;CRATO;1415004.28;1249576;0;22867.75;4066.59;4654.91;2633.92;1667.48;9844.85;44983.79;97576.74
T1_0207;T1;0207;CUBA;1210620.82;836439;34305;74434.47;8158.85;33585.32;11227.76;28.89;21433.65;105701.46;159740.89
T1_1207;T1;1207;ELVAS;4629980.6;2202333;87573.9;555438.94;63374.49;317792.08;68974.43;29903.96;75393.98;911853.87;872780.89
T1_1410;T1;1410;ENTRONCAMENTO;2893609.76;872283;0;510629.82;33834.54;195442.74;75414.26;29481.73;176456.55;614970.93;895726.01
T1_0107;T1;0107;ESPINHO;5371206.46;1498659;25018.18;1248769.24;66912.25;333158.37;103676.36;60821.08;684201.18;944633.37;1654126.67
T1_0306;T1;0306;ESPOSENDE;3323238.37;1701423;0;907414.81;43673.49;456575.3;127786.85;0;279379.17;418898.25;295502.31
T1_0108;T1;0108;ESTARREJA;3859221.74;1840590;1477.35;473110.76;46095.31;114098.75;98919.2;36.67;213960.83;1281663.01;262380.62
T1_0704;T1;0704;ESTREMOZ;3696258.78;1856247;329705.27;239956.17;22322.29;93955.46;43795.69;0;79882.73;499256.33;771094.01
T1_0705;T1;0705;ÉVORA;8525125.92;3622236;700546.82;1531156.86;47245.43;694670.25;223405.82;63148.76;502686.6;867672.67;1803513.57
T1_0307;T1;0307;FAFE;6450757.94;3284789;537.11;973453.13;111710.4;419124.13;158220.76;30671.38;253726.46;1273244.75;918733.95
T1_0805;T1;0805;FARO;5190899.39;1840845;12881.36;1567961.06;138821.76;822751.75;367058.62;0;239328.93;591586.65;1177625.32
T1_1303;T1;1303;FELGUEIRAS;10192956.72;2886504;1613597.88;1125119.66;109496.64;582808.11;174112.24;0;258702.67;1382336;3185399.18
T1_0208;T1;0208;FERREIRA DO ALENTEJO;2662094.4;1693581;0;337526.51;10343.29;190760.1;20117.2;51517.35;64788.57;313576.85;317410.04
T1_1411;T1;1411;FERREIRA DO ZÊZERE;2043324.44;1262613;0;346632.82;26548.41;245950.38;36752.17;0;37381.86;356533.33;77545.29
T1_0605;T1;0605;FIGUEIRA DA FOZ;4700450.63;2556594;3940.06;1530494.72;133056.7;713114.76;240091.89;45299.45;398931.92;114127.1;495294.75
T1_0904;T1;0904;FIGUEIRA DE CASTELO RODRIGO;1955838.36;1756806;2567.73;20126.43;1255.97;7411.06;4240.79;0;7218.61;150703.48;25634.72
T1_1008;T1;1008;FIGUEIRÓ DOS VINHOS;1891430.47;1174824;25600;67181.15;15229.7;18818.77;19389.47;0;13743.21;75674.04;548151.28
T1_0905;T1;0905;FORNOS DE ALGODRES;1313413.21;1080357;1528.43;65537.02;1312.37;-21.09;13974.8;6249.93;44021.01;143331.94;22658.82
T1_0404;T1;0404;FREIXO DE ESPADA À CINTA;2886274.68;1260975;835938.25;34254.37;2407.43;17144.49;7044;0;7658.45;98890.24;656216.82
T1_1208;T1;1208;FRONTEIRA;1426698.48;809451;189294.83;52396.93;3121.25;34747.5;6099.15;2158.96;6270.07;138670.43;236885.29
T1_3103;T1;3103;FUNCHAL;15987627.2;2695647;0;3546484.64;484291.98;1429424.78;425435.98;0;1207331.9;4516325.61;5229169.95
T1_0504;T1;0504;FUNDÃO;6635370.64;2772822;176481.59;444255.39;35336.12;143061.62;88983.76;16366.56;160507.33;1400203.65;1841608.01
T1_1209;T1;1209;GAVIÃO;1871481.58;1049253;273174.5;212586.05;3717.18;163545.04;8718.15;0;36605.68;170758.42;165709.61
T1_0606;T1;0606;GÓIS;2200661.07;1198314;58146.46;83274.53;6198.73;1542.08;7696.65;0;67837.07;276451.88;584474.2
T1_1412;T1;1412;GOLEGÃ;1685366.04;799851;38264.63;133125.39;6184.92;26572.83;16461.32;6106.02;77800.3;121831.19;592293.83
T1_1304;T1;1304;GONDOMAR;14829395.49;4781256;0;3604234.22;223389.58;1280368.69;505636.02;97775.4;1497064.53;2204525.88;4239379.39
T1_0906;T1;0906;GOUVEIA;2408164.82;1795095;52537.11;153191.47;15492.95;41588.88;43309.09;14035.54;38765.01;178124.87;229216.37
T1_1505;T1;1505;GRÂNDOLA;3345738.86;1749021;23569.18;946226.6;52819.72;670176;32129.82;10279;180822.06;400009.18;226912.9
T1_0907;T1;0907;GUARDA;7214242.37;3547476;1306988.73;675110.1;100886.82;251300.3;151942.63;37444.92;133535.43;849641.03;835026.51
T1_0308;T1;0308;GUIMARÃES;14690899.79;6412863;581346.71;3387017.01;398327.2;1349775.05;521555.3;311729.89;805629.57;1954908.21;2354764.86
T1_4701;T1;4701;HORTA;1876601.85;1389715;12279.52;139020.36;11090.57;36981.88;14936.04;0;76011.87;331441.91;4145.06
T1_0505;T1;0505;IDANHA-A-NOVA;3746937;3077055;31514.23;123150.03;14143.43;68342.21;20915.12;0;19749.27;452655.92;62561.82
T1_0110;T1;0110;ÍLHAVO;4784075.39;1481436;319062.67;776362.35;87717.61;306089.48;179707.99;68884.3;133962.97;1556299.22;650915.15
T1_0806;T1;0806;LAGOA (ALGARVE);4139346.37;1087269;5673.2;1482731.49;119122.86;975874.38;140722.59;0;247011.66;1134392.05;429280.63
T1_4201;T1;4201;LAGOA (SÃO MIGUEL);2719771.47;1147110;888139.14;244527.07;15182.09;153492.59;34428.64;4690.84;36732.91;415737.33;24257.93
T1_0807;T1;0807;LAGOS;7708131.7;974226;303208.62;2041852.45;146918.14;1602582.08;152363.2;0;139989.03;2714492.52;1674352.11
T1_4801;T1;4801;LAJES DAS FLORES;1078706.02;743479;0;1076.14;0;0;0;0;1076.14;63126.07;271024.81
T1_4601;T1;4601;LAJES DO PICO;1171408.4;1014759;28406.12;34465.71;4198.19;14454.97;11371.04;0;4441.51;91756.19;2021.38
T1_1805;T1;1805;LAMEGO;4194184.78;2133990;0;447916.59;51418.75;159470.38;89305.62;44652.03;103069.81;1045051.94;567226.25
T1_1009;T1;1009;LEIRIA;9323775.09;4605210;81453.39;2576532.47;212872.61;1049945.7;337809.09;162376.5;813528.57;989501.49;1071077.74
T1_1106;T1;1106;LISBOA;99854655.34;16427184;106140.44;53935633.34;1761757.57;32110847.96;3052055.1;5987474.35;11023498.36;24531307.48;4854390.08
T1_0808;T1;0808;LOULÉ;18706824.61;2499339;199348.35;9793153.68;842013.52;7394138.64;398703.99;0;1158297.53;2826836.68;3388146.9
T1_1107;T1;1107;LOURES;20565550.37;5404068;0;9083372.76;660556.97;3565878.58;724645.74;2587900.19;1544391.28;1417930.09;4660179.52
T1_1108;T1;1108;LOURINHÃ;4892858.27;1212108;0;697037.84;116767.72;355432.78;93411.58;0;131425.76;1613269.84;1370442.59
T1_0607;T1;0607;LOUSÃ;2842962.47;1191069;0;281438.99;26172.12;79083.08;56213.94;9801.19;110168.66;415493.42;954961.06
T1_1305;T1;1305;LOUSADA;6379664.13;2489190;646915.6;674275.68;55857.82;189393.64;137070.74;0;291953.48;1141303.31;1427979.54
T1_1413;T1;1413;MAÇÃO;2204987.23;1631564;69325.4;61091.5;12844.63;22201.1;17662.72;0;8383.05;389824.58;53181.75
T1_0405;T1;0405;MACEDO DE CAVALEIROS;5564629.28;2518965;547340.04;392859.11;30631.05;127116.8;40567.96;0;194543.3;546294.91;1559170.22
T1_3104;T1;3104;MACHICO;2506340.89;1514580;66831.41;274125.49;45964;63988.73;66113.23;0;98059.53;519991.71;130812.28
T1_4602;T1;4602;MADALENA;1556452.82;1075155;252762.19;98425.32;12283.96;56915.75;19170.42;0;10055.19;130078.55;31.76
T1_1109;T1;1109;MAFRA;8391694.14;1889118;54387.54;3488878.11;216562.47;1659180.98;301110.73;70917.25;1241106.68;1660319.38;1298991.11
T1_1306;T1;1306;MAIA;10674807.98;3210564;799040.38;3315825.1;289472.58;1408562.19;513818.74;54114.59;1049857;2310192.57;1039185.93
T1_1806;T1;1806;MANGUALDE;3185603.1;1839936;19109.17;371221.19;11804.98;73547.24;68653.66;12660.62;204554.69;724174.37;231162.37
T1_0908;T1;0908;MANTEIGAS;1356663.52;967740;169751.21;20525.57;4938.7;2387.27;6591.53;0;6608.07;179686.05;18960.69
T1_1307;T1;1307;MARCO DE CANAVESES;4923095;3334602;9238.34;686998.15;50550.3;179052.68;175441.15;37081.82;244872.2;423006.48;469250.03
T1_1010;T1;1010;MARINHA GRANDE;3529779.65;1481531;13505.62;895034.82;64299.44;593334.21;156938.04;0;80463.13;983098.32;156609.89
T1_1210;T1;1210;MARVÃO;1111971.35;914529;0;29919.27;3658.3;12822.94;9280.01;662.14;3495.88;111697.37;55825.71
T1_1308;T1;1308;MATOSINHOS;17659996.12;4346673;2247438.77;5012605.52;231913.43;1976750.66;457925.39;0;2346016.04;1138598.73;4914680.1
T1_0111;T1;0111;MEALHADA;3345320.34;1435200;21559.8;359712.14;32671.84;97243.68;73852.41;0;155944.21;791140.15;737708.25
T1_0909;T1;0909;MEDA;1823235.07;1358592;0;81144.95;3564.03;28633.84;13348.9;0;35598.18;98119.16;285378.96
T1_1603;T1;1603;MELGAÇO;3105819.88;1544798;2953.71;104991.78;16203.46;17803.18;25449.57;0;45535.57;673097.98;779978.41
T1_0209;T1;0209;MÉRTOLA;4287754.44;2760903;932352.44;81972.62;6857.78;42098.27;19066.99;0;13949.58;213663.41;298862.97
T1_1704;T1;1704;MESÃO FRIO;1637720.4;821301;262781.89;172036.56;5372.96;141857.98;10463.25;0;14342.37;133066.74;248534.21
T1_0608;T1;0608;MIRA;2037840.55;1136991;12583.49;327995.73;27015.49;106570.14;46858.83;0;147551.27;377118.73;183151.6
T1_0609;T1;0609;MIRANDA DO CORVO;2177388.64;1123614;235440.28;163741.22;33752.65;15441.48;34613.53;31257.81;48675.75;384521;270072.14
T1_0406;T1;0406;MIRANDA DO DOURO;2253832.83;1773888;106879.9;94020.44;4181.48;40138.92;19684.44;0;30015.6;212880.51;66163.98
T1_0407;T1;0407;MIRANDELA;4218661.18;2762151;3920.09;354948.14;28458.89;107262.83;65025.79;0;154200.63;654558.92;443083.03
T1_0408;T1;0408;MOGADOURO;2900027.39;2353137;18664.61;101609.42;3604.61;38161.87;21336.09;0;38506.85;213946.05;212670.31
T1_1807;T1;1807;MOIMENTA DA BEIRA;2275952.08;1512744;0;171967.54;23055.38;83790.66;29573.14;0;35548.36;216356.28;374884.26
T1_1506;T1;1506;MOITA;6500612.55;2796063;754.85;2148718.44;335206.84;1105771.24;197724.76;50902.55;459113.05;1502560.65;52515.61
T1_1604;T1;1604;MONÇÃO;4527696.22;2070033;554520.69;321620.11;27859.61;176404.49;67779.83;0;49576.18;634279.2;947243.22
T1_0809;T1;0809;MONCHIQUE;2123988.85;1692624;8209.46;81681.25;15531.14;43790.34;15333.17;0;7026.6;217398.5;124075.64
T1_1705;T1;1705;MONDIM DE BASTO;2136836.58;1468149;337018.6;135707.92;5370.98;19926.13;19761.55;0;90649.26;77537.44;118423.62
T1_1211;T1;1211;MONFORTE;1245718.58;1086099;369.23;17680.31;864.97;3758.3;5289.21;0;7767.83;92611.67;48958.37
T1_1706;T1;1706;MONTALEGRE;3576801.43;2662521;2420.51;132117.2;19229.68;38762.67;28291.95;0;45832.9;358183.04;421559.68
T1_0706;T1;0706;MONTEMOR-O-NOVO;4315473.14;2758149;614516.09;230944.62;22398.54;98836.56;54189.99;21762.36;33757.17;620354.37;91509.06
T1_0610;T1;0610;MONTEMOR-O-VELHO;5704594.61;2000817;468482.57;467792.09;82226.8;114852.94;77172.01;0;193540.34;567364.1;2200138.85
T1_1507;T1;1507;MONTIJO;7378474.25;1578036;100293.8;3811800.22;249598.92;1322995.98;179454;55496.21;2004255.11;656928.92;1231415.31
T1_0707;T1;0707;MORA;1737116.07;1200774;200813.32;58985.3;1376.82;26225.27;14263.59;7361.35;9758.27;224935.67;51607.78
T1_1808;T1;1808;MORTÁGUA;2270353.37;1399515;222259.03;235431.27;1911.95;157110.12;30203.4;0;46205.8;245184.51;167963.56
T1_0210;T1;0210;MOURA;3001871.95;2494203;10507.99;212675.88;20298.37;100910.36;41790.57;23438.91;26237.67;204981.45;79503.63
T1_0708;T1;0708;MOURÃO;1142386.38;920297;0;31097.84;2731.19;14767.76;5105.18;3737.57;4756.14;67625.72;123365.82
T1_1707;T1;1707;MURÇA;1518518.65;1197012;0;73378.09;3141.54;24852.54;14589.49;0;30794.52;108136.56;139992
T1_0112;T1;0112;MURTOSA;2245503.12;969666;0;286852.83;16812.86;131434.68;42719.53;0;95885.76;311617.81;677366.48
T1_1011;T1;1011;NAZARÉ;2803390.43;907215.9;111139.16;543918.89;41389.68;280779.53;52973.81;0;168775.87;306875.66;934240.82
T1_1809;T1;1809;NELAS;2177940.3;1266549;6889.16;371896.23;21053.57;100753.8;45114.06;13932.26;191042.54;263796.29;268809.62
T1_1212;T1;1212;NISA;3408163.77;1776783;62420.27;117236.31;2322.43;74688.59;17654.74;0;22570.55;473742.32;977981.87
T1_4202;T1;4202;NORDESTE;1460572.11;1156864;258093.3;33720.78;2385.88;15662.73;8664.78;0;7007.39;6976.03;4918
T1_1012;T1;1012;ÓBIDOS;4613164.77;685857;532764.95;1387755.22;57828.36;292862.33;31268.27;0;1005796.26;391431.17;1615356.43
T1_0211;T1;0211;ODEMIRA;5959710.75;3693642;80389.73;490449.58;61887.2;221927.75;76220.56;16950.65;113463.42;981818.01;713411.43
T1_1116;T1;1116;ODIVELAS;13018378.33;4063552;12468.63;5091069.62;439386.14;2770323.28;460870.37;150555.95;1269933.88;894741.66;2956546.42
T1_1110;T1;1110;OEIRAS;15327649.44;4406953;29400.26;8672744.52;423842.11;4043421.56;1571550.66;147603.26;2486326.93;1638450.63;580101.03
T1_0506;T1;0506;OLEIROS;1964921.7;1637073;0;20641.79;3076.23;5258.51;7205.74;0;5101.31;258758.28;48448.63
T1_0810;T1;0810;OLHÃO;6306700.93;1681296;249978.99;1737253.02;133162.79;1233115.76;224013.65;0;146960.82;1382663.54;1255509.38
T1_0113;T1;0113;OLIVEIRA DE AZEMÉIS;6915337.25;3327362;31411.11;1014346.34;81809.45;350294.35;249637.02;47227.89;285377.63;1541200.39;1001017.41
T1_1810;T1;1810;OLIVEIRA DE FRADES;1847497.95;1188894;0;137020.26;7672;45653.72;31058.3;10611.13;42025.11;219966.96;301616.73
T1_0114;T1;0114;OLIVEIRA DO BAIRRO;4809829.62;1745136;77366.12;685956.21;72881.54;332669.68;86100.8;23271.38;171032.81;802822.8;1498548.49
T1_0611;T1;0611;OLIVEIRA DO HOSPITAL;2718635.35;1843932;30126.46;453959.34;24880.82;89578.67;63150.29;0;276349.56;271932.44;118685.11
T1_1421;T1;1421;OURÉM;7429872.58;2931545;212972.9;1049230.82;69948.8;443316.65;158142.74;34249.91;343572.72;571504.41;2664619.45
T1_0212;T1;0212;OURIQUE;2203325.78;1639941;25882.4;76431.35;8356.89;45077.69;16665.07;0;6331.7;70850.18;390220.85
T1_0115;T1;0115;OVAR;7026039.94;2212578;657286.82;1091883.82;56505.44;541717.73;187607.89;47921.12;258131.64;2070504.37;993786.93
